source_url	name	url	date	latitude	longitude
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	African Meeting House	http://en.wikipedia.org/wiki/African_Meeting_House	May 30, 1974	42.3599	-71.0655
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Nathan Appleton Residence	http://en.wikipedia.org/wiki/Nathan_Appleton_Residence	December 22, 1977	42.3569	-71.0663
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Arnold Arboretum	http://en.wikipedia.org/wiki/Arnold_Arboretum	January 12, 1965	42.2978	-71.1228
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Frederick Ayer Mansion	http://en.wikipedia.org/wiki/Frederick_Ayer_Mansion	April 5, 2005	42.3493	-71.0903
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Beacon Hill Historic District	http://en.wikipedia.org/wiki/Beacon_Hill,_Boston,_Massachusetts	December 29, 1962	42.3583	-71.0661
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Boston Athenaeum	http://en.wikipedia.org/wiki/Boston_Athenaeum	December 21, 1965	42.3582	-71.0620
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Boston Common	http://en.wikipedia.org/wiki/Boston_Common_(park)	February 27, 1987	42.355	-71.0656
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Boston Light	http://en.wikipedia.org/wiki/Boston_Light	January 29, 1964	42.3279	-70.8900
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Boston Naval Shipyard	http://en.wikipedia.org/wiki/Boston_Navy_Yard	November 13, 1966	42.3738	-71.0565
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Boston Public Gardens	http://en.wikipedia.org/wiki/Public_Garden_(Boston)	February 27, 1987	42.3541	-71.0699
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Boston Public Library	http://en.wikipedia.org/wiki/Boston_Public_Library,_McKim_Building	February 24, 1986	42.3496	-71.0776
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Brook Farm	http://en.wikipedia.org/wiki/Brook_Farm	July 23, 1965	42.2914	-71.1741
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Bunker Hill Monument	http://en.wikipedia.org/wiki/Bunker_Hill_Monument	January 20, 1961	42.3763	-71.0608
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	USS Cassin Young (destroyer)	http://en.wikipedia.org/wiki/USS_Cassin_Young_(DD-793)	January 14, 1986	42.3722	-71.0545
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Central Congregational Church	http://en.wikipedia.org/wiki/Central_Congregational_Church_(Boston,_Massachusetts)	October 16, 2012	42.3521	-71.0741
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	USS Constitution (frigate)	http://en.wikipedia.org/wiki/USS_Constitution	December 19, 1960	42.3721	-71.0556
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Ether Dome, Massachusetts General Hospital	http://en.wikipedia.org/wiki/Ether_Dome,_Massachusetts_General_Hospital	January 12, 1965	42.3635	-71.0679
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Faneuil Hall	http://en.wikipedia.org/wiki/Faneuil_Hall	October 9, 1960	42.3601	-71.0563
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Fenway Studios	http://en.wikipedia.org/wiki/Fenway_Studios	August 5, 1998	42.3475	-71.0898
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	First Harrison Gray Otis House	http://en.wikipedia.org/wiki/First_Harrison_Gray_Otis_House	December 30, 1970	42.3612	-71.0646
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Fort Warren	http://en.wikipedia.org/wiki/Fort_Warren_(Massachusetts)	May 22, 1970	42.3202	-70.9276
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	William Lloyd Garrison House	http://en.wikipedia.org/wiki/William_Lloyd_Garrison_House	June 23, 1965	42.3258	-71.0932
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Gibson House	http://en.wikipedia.org/wiki/Gibson_House_Museum	August 7, 2001	42.3549	-71.0745
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Chester Harding House	http://en.wikipedia.org/wiki/Chester_Harding_House	December 21, 1965	42.358	-71.0625
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Harvard Stadium	http://en.wikipedia.org/wiki/Harvard_Stadium	February 27, 1987	42.3664	-71.1272
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Samuel Gridley and Julia Ward Howe House	http://en.wikipedia.org/wiki/Samuel_Gridley_and_Julia_Ward_Howe_House	May 30, 1974	42.3577	-71.0668
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	King's Chapel	http://en.wikipedia.org/wiki/King%27s_Chapel	October 9, 1960	42.3580	-71.0604
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Lightship No. 112, "Nantucket"	http://en.wikipedia.org/wiki/Nantucket_(lightship)	December 20, 1989	42.3612	-71.0353
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Long Wharf and Custom House Block	http://en.wikipedia.org/wiki/Long_Wharf_(Boston)	November 13, 1966	42.3603	-71.0487
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Luna (tugboat)	http://en.wikipedia.org/wiki/Luna_(Tugboat)	April 11, 1989	42.36575	-71.07424
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Massachusetts General Hospital	http://en.wikipedia.org/wiki/Massachusetts_General_Hospital,_Bulfinch_Building	December 30, 1970	42.3635	-71.0676
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Massachusetts Historical Society Building	http://en.wikipedia.org/wiki/Massachusetts_Historical_Society_Building	December 21, 1965	42.3467	-71.0900
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Massachusetts Statehouse	http://en.wikipedia.org/wiki/Massachusetts_Statehouse	December 19, 1960	42.3584	-71.064
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	William C. Nell Residence	http://en.wikipedia.org/wiki/William_C._Nell_House	May 11, 1976	42.3601	-71.0654
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	New England Conservatory of Music	http://en.wikipedia.org/wiki/Jordan_Hall	April 19, 1994	42.3413	-71.0867
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	New England Hospital for Women and Children	http://en.wikipedia.org/wiki/Dimock_Community_Health_Center_Complex	July 17, 1991	42.3197	-71.0976
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Old City Hall (Boston)	http://en.wikipedia.org/wiki/Old_City_Hall_(Boston)	December 30, 1970	42.3580	-71.0593
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Old North Church	http://en.wikipedia.org/wiki/Old_North_Church	January 20, 1961	42.3665	-71.0546
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Old South Church in Boston	http://en.wikipedia.org/wiki/Old_South_Church_in_Boston	December 30, 1970	42.3500	-71.0777
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Old South Meeting House	http://en.wikipedia.org/wiki/Old_South_Meeting_House	October 9, 1960	42.3570	-71.0587
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Old State House	http://en.wikipedia.org/wiki/Old_State_House_(Boston)	October 9, 1960	42.3587	-71.0574
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Old West Church	http://en.wikipedia.org/wiki/Old_West_Church,_Boston,_Massachusetts	December 30, 1970	42.3613	-71.0642
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Francis Parkman House	http://en.wikipedia.org/wiki/Francis_Parkman_House	December 29, 1962	42.3573	-71.0686
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Pierce-Hichborn House	http://en.wikipedia.org/wiki/Pierce-Hichborn_House	October 18, 1968	42.3636	-71.0536
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	William H. Prescott House	http://en.wikipedia.org/wiki/William_H._Prescott_House	December 29, 1964	42.3566	-71.0683
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Quincy Market	http://en.wikipedia.org/wiki/Quincy_Market	November 13, 1966	42.3602	-71.055
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Paul Revere House	http://en.wikipedia.org/wiki/Paul_Revere_House	January 20, 1961	42.3638	-71.0536
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Ellen Swallow Richards Residence	http://en.wikipedia.org/wiki/Ellen_Swallow_Richards_House	March 31, 1992	42.3117	-71.1175
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	ROSEWAY (Schooner)	http://en.wikipedia.org/wiki/Roseway	September 25, 1997	44.210556	-69.062778
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	St. Paul's Church	http://en.wikipedia.org/wiki/Cathedral_Church_of_St._Paul,_Boston	December 30, 1970	42.3559	-71.0626
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	David Sears House	http://en.wikipedia.org/wiki/David_Sears_House	December 30, 1970	42.3568	-71.0667
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Shirley-Eustis House	http://en.wikipedia.org/wiki/Shirley-Eustis_House	October 9, 1960	42.3236	-71.0720
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Charles Sumner House	http://en.wikipedia.org/wiki/Charles_Sumner_House	November 7, 1973	42.3604	-71.0644
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Symphony Hall	http://en.wikipedia.org/wiki/Symphony_Hall,_Boston	January 20, 1999	42.3426	-71.0858
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Tremont Street Subway	http://en.wikipedia.org/wiki/Tremont_Street_Subway	January 29, 1964	42.3547	-71.0640
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Trinity Church	http://en.wikipedia.org/wiki/Trinity_Church,_Boston	December 30, 1970	42.3501	-71.0746
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	William Monroe Trotter House	http://en.wikipedia.org/wiki/William_Monroe_Trotter_House	May 11, 1976	42.3127	-71.0624
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Boston	Union Oyster House	http://en.wikipedia.org/wiki/Union_Oyster_House	May 27, 2003	42.3612	-71.0569
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	ADVENTURESS (Schooner)	http://en.wikipedia.org/wiki/Adventuress_(schooner)	April 11, 1989	47.6329	-122.3275
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	American and English Camps, San Juan Island	http://en.wikipedia.org/wiki/San_Juan_Island_National_Historical_Park	November 5, 1961	48.4636	-123.02055
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	ARTHUR FOSS (Tug)	http://en.wikipedia.org/wiki/Arthur_Foss	April 11, 1989	47.6729	-122.2071
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	B Reactor	http://en.wikipedia.org/wiki/B_Reactor	August 19, 2008	46.63027	-119.6475
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Bonneville Dam Historic District	http://en.wikipedia.org/wiki/Bonneville_Dam	June 30, 1987	45.64389	-121.96167
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Chinook Point	http://en.wikipedia.org/wiki/Chinook_Point	July 4, 1961	46.25194	-123.923
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	DUWAMISH (Fireboat)	http://en.wikipedia.org/wiki/Duwamish_(fireboat)	June 30, 1989	47.6638	-122.3941
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	FIREBOAT NO. 1	http://en.wikipedia.org/wiki/Fireboat_No._1_(Tacoma,_Wash.)	June 30, 1989	47.2868	-122.4894
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Fort Nisqually Granary	http://en.wikipedia.org/wiki/Fort_Nisqually	April 15, 1970	47.3035	-122.5327
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Fort Worden	http://en.wikipedia.org/wiki/Fort_Worden	December 8, 1976	48.133	-122.7653
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Lightship No. 83 "Relief"	http://en.wikipedia.org/wiki/Swiftsure	April 11, 1989	47.6278	-122.3367
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Longmire Buildings	http://en.wikipedia.org/wiki/Longmire_Buildings	May 28, 1987	46.7489	-121.8094
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Marmes Rockshelter	http://en.wikipedia.org/wiki/Marmes_Rockshelter	July 19, 1964	46.61431	-118.20242
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Mount Rainier National Park	http://en.wikipedia.org/wiki/Mount_Rainier_National_Park	February 18, 1997	46.833	-121.833
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Panama Hotel	http://en.wikipedia.org/wiki/Panama_Hotel_(Seattle,_Washington)	March 20, 2006	47.60003	-122.32623
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Paradise Inn	http://en.wikipedia.org/wiki/Paradise_Inn_(Washington)	May 28, 1987	46.78498	-121.7326
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Pioneer Building, Pergola, and Totem Pole	http://en.wikipedia.org/wiki/Pioneer_Building_(Seattle,_Washington)	May 5, 1977	47.6005	-122.3324
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Port Gamble Historic District	http://en.wikipedia.org/wiki/Port_Gamble_Historic_District	November 13, 1966	47.8550	-122.58389
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Port Townsend	http://en.wikipedia.org/wiki/Port_Townsend_Historic_District	May 5, 1977	48.115	-122.7553
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Puget Sound Naval Shipyard	http://en.wikipedia.org/wiki/Puget_Sound_Naval_Shipyard_and_Intermediate_Maintenance_Facility	August 27, 1992	47.5589	-122.63806
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Seattle Electric Company Georgetown Steam Plant	http://en.wikipedia.org/wiki/Georgetown_Steam_Plant	July 5, 1984	47.5337	-122.3216
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	VIRGINIA V (Steamboat)	http://en.wikipedia.org/wiki/Virginia_V	October 5, 1992	47.62988	-122.3816
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	W.T. PRESTON (Snagboat)	http://en.wikipedia.org/wiki/WT_Preston	May 5, 1989	47.6641	-122.3956
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington	Yakima Park Stockade Group	http://en.wikipedia.org/wiki/Yakima_Park_Stockade_Group	May 28, 1987	46.9117	-121.6424
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Cleveland Abbe House	http://en.wikipedia.org/wiki/Cleveland_Abbe_House	May 15, 1975	38.901444	-77.046167
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Administration Building, Carnegie Institution of Washington	http://en.wikipedia.org/wiki/Administration_Building,_Carnegie_Institution_of_Washington	June 23, 1965	38.910838	-77.035167
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	American Federation of Labor Building	http://en.wikipedia.org/wiki/American_Federation_of_Labor_Building	May 30, 1974	38.903333	-77.024444
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	American Peace Society	http://en.wikipedia.org/wiki/American_Peace_Society_house	May 30, 1974	38.8994	-77.0386
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Anderson House	http://en.wikipedia.org/wiki/Larz_Anderson_House	June 19, 1996	38.91075	-77.047944
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Andrew Rankin Memorial Chapel, Frederick Douglas Memorial Hall, Founders Library, Howard University	http://en.wikipedia.org/wiki/Andrew_Rankin_Memorial_Chapel,_Frederick_Douglas_Memorial_Hall,_Founders_Library	January 3, 2001	38.9231	-77.0207
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Arts and Industries Building, Smithsonian Institution	http://en.wikipedia.org/wiki/Arts_and_Industries_Building	November 11, 1971	38.886944	-77.024722
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Ashburton House	http://en.wikipedia.org/wiki/Ashburton_House	November 7, 1973	38.900278	-77.035833
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Newton D. Baker House	http://en.wikipedia.org/wiki/Newton_D._Baker_House	December 8, 1976	38.906944	-77.060278
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Blair House	http://en.wikipedia.org/wiki/Blair_House	October 26, 1973	38.898889	-77.038611
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	William E. Borah Apartment, Windsor Lodge	http://en.wikipedia.org/wiki/William_E._Borah_Apartment,_Windsor_Lodge	December 8, 1976	38.9175	-77.049167
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Blanche K. Bruce House	http://en.wikipedia.org/wiki/Blanche_K._Bruce_House	May 15, 1975	38.905833	-77.024722
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Carnegie Endowment for International Peace	http://en.wikipedia.org/wiki/Carnegie_Endowment_for_International_Peace_(former_headquarters)	May 30, 1974	38.898889	-77.038611
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Mary Ann Shadd Cary House	http://en.wikipedia.org/wiki/Mary_Ann_Shadd_Cary_House	December 8, 1976	38.919444	-77.035556
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	City Hall / D.C. Courthouse	http://en.wikipedia.org/wiki/District_of_Columbia_City_Hall	December 19, 1960	38.895278	-77.017778
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Congressional Cemetery	http://en.wikipedia.org/wiki/Congressional_Cemetery	June 14, 2011	38.881111	-76.977222
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Constitution Hall	http://en.wikipedia.org/wiki/DAR_Constitution_Hall	September 16, 1985	38.894	-77.04
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Corcoran Gallery and Corcoran School Of Art	http://en.wikipedia.org/wiki/Corcoran_Gallery_of_Art	April 27, 1992	38.89578	-77.039899
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Elliott Coues House	http://en.wikipedia.org/wiki/Elliott_Coues_House	May 15, 1975	38.906944	-77.04
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Decatur House	http://en.wikipedia.org/wiki/Decatur_House	December 19, 1960	38.899706	-77.038897
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Franklin School	http://en.wikipedia.org/wiki/Franklin_School_(Washington,_D.C.)	June 19, 1996	38.902222	-77.029722
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Gallaudet College Historic District	http://en.wikipedia.org/wiki/Gallaudet_College_Historic_District	December 21, 1965	38.907222	-76.993056
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	General Federation of Women's Clubs Headquarters	http://en.wikipedia.org/wiki/General_Federation_of_Women%27s_Clubs_Headquarters	December 4, 1991	38.906944	-77.040278
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	General Post Office	http://en.wikipedia.org/wiki/General_Post_Office_(Washington,_D.C.)	November 11, 1971	38.896667	-77.022778
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Georgetown Historic District	http://en.wikipedia.org/wiki/Georgetown_(Washington,_D.C.)	May 28, 1967	38.909444	-77.065
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Samuel Gompers House	http://en.wikipedia.org/wiki/Samuel_Gompers_House	May 30, 1974	38.917222	-77.012778
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Charlotte Forten Grimke House	http://en.wikipedia.org/wiki/Charlotte_Forten_Grimk%C3%A9_House	May 11, 1976	38.9125	-77.036944
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Healy Hall, Georgetown University	http://en.wikipedia.org/wiki/Healy_Hall	December 23, 1987	38.907242	-77.072981
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	General Oliver Otis Howard House	http://en.wikipedia.org/wiki/General_Oliver_Otis_Howard_House	May 30, 1974	38.923056	-77.022222
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Charles Evans Hughes House	http://en.wikipedia.org/wiki/Charles_Evans_Hughes_House	November 28, 1972	38.9125	-77.049444
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Hiram W. Johnson House	http://en.wikipedia.org/wiki/Hiram_W._Johnson_House	December 8, 1976	38.891389	-77.005
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Lafayette Building	http://en.wikipedia.org/wiki/Lafayette_Building_(Washington,_D.C.)	September 1, 2005	38.901988	-77.034588
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Lafayette Square Historic District	http://en.wikipedia.org/wiki/Lafayette_Square_Historic_District_(Washington,_D.C.)	August 29, 1970	38.899694	-77.036528
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Library Of Congress	http://en.wikipedia.org/wiki/Library_of_Congress	December 21, 1965	38.888841	-77.004531
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Andrew Mellon Building	http://en.wikipedia.org/wiki/Andrew_Mellon_Building	May 11, 1976	38.909167	-77.041667
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Memorial Continental Hall	http://en.wikipedia.org/wiki/Memorial_Continental_Hall	November 28, 1972	38.893611	-77.040278
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Meridian Hill Park	http://en.wikipedia.org/wiki/Meridian_Hill_Park	April 19, 1994	38.921236	-77.035611
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	National Training School For Women And Girls	http://en.wikipedia.org/wiki/Nannie_Helen_Burroughs_School	July 17, 1991	38.896092	-76.930031
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	National War College	http://en.wikipedia.org/wiki/National_War_College	November 28, 1972	38.863333	-77.016944
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Octagon House	http://en.wikipedia.org/wiki/The_Octagon_House	December 19, 1960	38.896089	-77.041675
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Old Naval Observatory	http://en.wikipedia.org/wiki/Old_Naval_Observatory	January 12, 1965	38.895	-77.051944
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Old Patent Office	http://en.wikipedia.org/wiki/Old_Patent_Office_Building	January 12, 1965	38.89778	-77.022936
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Pension Building	http://en.wikipedia.org/wiki/National_Building_Museum	February 4, 1985	38.8975	-77.018056
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Frances Perkins House	http://en.wikipedia.org/wiki/Frances_Perkins_House	July 17, 1992	38.915278	-77.051944
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	PHILADELPHIA (Gundelo)	http://en.wikipedia.org/wiki/USS_Philadelphia_(1776)	January 20, 1961	38.891222	-77.029472
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Red Cross (American National) Headquarters	http://en.wikipedia.org/wiki/American_Red_Cross_National_Headquarters	June 23, 1965	38.894722	-77.040556
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Renwick Gallery	http://en.wikipedia.org/wiki/Renwick_Gallery	November 11, 1971	38.898867	-77.039447
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Zalmon Richards House	http://en.wikipedia.org/wiki/Zalmon_Richards_House	December 21, 1965	38.911667	-77.030278
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	St. Elizabeth's Hospital	http://en.wikipedia.org/wiki/St._Elizabeths_Hospital	December 14, 1990	38.8492	-76.9896
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	St. John's Church	http://en.wikipedia.org/wiki/St._John%27s_Episcopal_Church,_Lafayette_Square_(Washington,_D.C.)	December 19, 1960	38.900278	-77.035278
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	St. Luke's Episcopal Church	http://en.wikipedia.org/wiki/St._Luke%27s_Episcopal_Church_(Washington,_D.C.)	May 11, 1976	38.910278	-77.034722
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	SEQUOIA (Yacht)	http://en.wikipedia.org/wiki/USS_Sequoia_(presidential_yacht)	December 23, 1987	38.875667	-77.022361
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Sewall-Belmont House	http://en.wikipedia.org/wiki/Sewall-Belmont_House_and_Museum	May 30, 1974	38.891944	-77.003611
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	Smithsonian Institution Building	http://en.wikipedia.org/wiki/Smithsonian_Institution_Building	January 12, 1965	38.888589	-77.026392
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	John Philip Sousa Junior High School	http://en.wikipedia.org/wiki/John_Philip_Sousa_Junior_High_School	August 7, 2001	38.8837	-76.9524
http://en.wikipedia.org/wiki/List_of_National_Historic_Landmarks_in_Washington,_D.C.	State, War, And Navy Building	http://en.wikipedia.org/wiki/Eisenhower_Executive_Office_Building	November 11, 1971	38.897567	-77.039147
